Junction,Direction,Speed (mph),Time,Day
34 to 35,Northbound,50,22:00,Saturday
34 to 35,Southbound,49,22:00,Saturday
35 to 35A,Northbound,54,22:00,Saturday
35 to 35A,Southbound,49,22:00,Saturday
35A to 36,Northbound,68,22:00,Saturday
35A to 36,Southbound,64,22:00,Saturday
36 to 37,Northbound,70,22:00,Saturday
36 to 37,Southbound,68,22:00,Saturday
37 to 38,Northbound,56,22:00,Saturday
37 to 38,Southbound,70,22:00,Saturday
38 to 39,Northbound,70,22:00,Saturday
38 to 39,Southbound,68,22:00,Saturday
39 to 40,Northbound,70,22:00,Saturday
39 to 40,Southbound,68,22:00,Saturday
40 to 41,Northbound,70,22:00,Saturday
40 to 41,Southbound,68,22:00,Saturday
41 to 42,Northbound,69,22:00,Saturday
41 to 42,Southbound,64,22:00,Saturday
42 to 43/44,Northbound,70,22:00,Saturday
42 to 43/44,Southbound,70,22:00,Saturday
43/44 to 45,Northbound,66,22:00,Saturday
43/44 to 45,Southbound,29,22:00,Saturday
45 to 46,Northbound,53,22:00,Saturday
45 to 46,Southbound,50,22:00,Saturday
46 to 47,Northbound,50,22:00,Saturday
46 to 47,Southbound,49,22:00,Saturday
47 to 48,Northbound,60,22:00,Saturday
47 to 48,Southbound,50,22:00,Saturday
1 to 2,Northbound,63,08:00,Sunday
1 to 2,Southbound,68,08:00,Sunday
2 to 4,Northbound,65,08:00,Sunday
2 to 4,Southbound,70,08:00,Sunday
4 to 5,Northbound,67,08:00,Sunday
4 to 5,Southbound,70,08:00,Sunday
5 to 6,Northbound,69,08:00,Sunday
5 to 6,Southbound,69,08:00,Sunday
6 to 6A,Northbound,70,08:00,Sunday
6 to 6A,Southbound,70,08:00,Sunday
6A to 7,Northbound,68,08:00,Sunday
6A to 7,Southbound,68,08:00,Sunday
7 to 8,Northbound,56,08:00,Sunday
7 to 8,Southbound,63,08:00,Sunday
8 to 9,Northbound,67,08:00,Sunday
 8 to 9,Southbound,64,08:00,Sunday
9 to 10,Northbound,59,08:00,Sunday
9 to 10,Southbound,61,08:00,Sunday
10 to 11,Northbound,49,08:00,Sunday
10 to 11,Southbound,50,08:00,Sunday
11 to 11A,Northbound,48,08:00,Sunday
11 to 11A,Southbound,49,08:00,Sunday
11A to 12,Northbound,48,08:00,Sunday
11A to 12,Southbound,49,08:00,Sunday
12 to 13,Northbound,48,08:00,Sunday
12 to 13,Southbound,49,08:00,Sunday
13 to14,Northbound,55,08:00,Sunday
13 to14,Southbound,65,08:00,Sunday
14 to 15,Northbound,67,08:00,Sunday
14 to15,Southbound,69,08:00,Sunday
15 to 15A,Northbound,67,08:00,Sunday
15 to 15A,Southbound,68,08:00,Sunday
15A to 16,Northbound,64,08:00,Sunday
15A to 16,Southbound,65,08:00,Sunday
16 to 17,Northbound,66,08:00,Sunday
16 to 17,Southbound,69,08:00,Sunday
17 to 18,Northbound,68,08:00,Sunday
17 to 18,Southbound,70,08:00,Sunday
18 to 19,Northbound,67,08:00,Sunday
18 to 19,Southbound,70,08:00,Sunday
19 to 20,Northbound,65,08:00,Sunday
19 to 20,Southbound,66,08:00,Sunday
20 to 21,Northbound,67,08:00,Sunday
20 to 21,Southbound,70,08:00,Sunday
21 to 21A,Northbound,70,08:00,Sunday
21 to 21A,Southbound,70,08:00,Sunday
21A to 22,Northbound,70,08:00,Sunday
21A to 22,Southbound,70,08:00,Sunday
22 to 23,Northbound,70,08:00,Sunday
22 to 23,Southbound,68,08:00,Sunday
23 to 23A,Northbound,70,08:00,Sunday
23 to 23A,Southbound,69,08:00,Sunday
23A to 24,Northbound,70,08:00,Sunday
23A to 24,Southbound,68,08:00,Sunday
24 to 24A,Northbound,70,08:00,Sunday
24 to 24A,Southbound,69,08:00,Sunday
24A to 25,Northbound,69,08:00,Sunday
24A to 25,Southbound,68,08:00,Sunday
25 to 26,Northbound,68,08:00,Sunday
25 to 26,Southbound,69,08:00,Sunday
26 to 27,Northbound,69,08:00,Sunday
26 to 27,Southbound,62,08:00,Sunday
27 to 28,Northbound,69,08:00,Sunday
27 to 28,Southbound,67,08:00,Sunday
28 to 29,Northbound,68,08:00,Sunday
28 to 29,Southbound,70,08:00,Sunday
29 to 29A,Northbound,70,08:00,Sunday
29 to 29A,Southbound,70,08:00,Sunday
29A to 30,Northbound,51,08:00,Sunday
29A to 30,Southbound,54,08:00,Sunday
30 to 31,Northbound,54,08:00,Sunday
30 to 31,Southbound,54,08:00,Sunday
31 to 32,Northbound,67,08:00,Sunday
31 to 32,Southbound,55,08:00,Sunday
32 to 33,Northbound,53,08:00,Sunday
32 to 33,Southbound,54,08:00,Sunday
33 to 34,Northbound,53,08:00,Sunday
33 to 34,Southbound,49,08:00,Sunday
34 to 35,Northbound,51,08:00,Sunday
34 to 35,Southbound,50,08:00,Sunday
35 to 35A,Northbound,63,08:00,Sunday
35 to 35A,Southbound,53,08:00,Sunday
35A to 36,Northbound,67,08:00,Sunday
35A to 36,Southbound,66,08:00,Sunday
36 to 37,Northbound,69,08:00,Sunday
36 to 37,Southbound,70,08:00,Sunday
37 to 38,Northbound,70,08:00,Sunday
37 to 38,Southbound,70,08:00,Sunday
38 to 39,Northbound,70,08:00,Sunday
38 to 39,Southbound,70,08:00,Sunday
39 to 40,Northbound,70,08:00,Sunday
39 to 40,Southbound,68,08:00,Sunday
40 to 41,Northbound,70,08:00,Sunday
40 to 41,Southbound,70,08:00,Sunday
41 to 42,Northbound,65,08:00,Sunday
41 to 42,Southbound,70,08:00,Sunday
42 to 43/44,Northbound,70,08:00,Sunday
42 to 43/44,Southbound,68,08:00,Sunday
43/44 to 45,Northbound,66,08:00,Sunday
43/44 to 45,Southbound,68,08:00,Sunday
45 to 46,Northbound,61,08:00,Sunday
45 to 46,Southbound,66,08:00,Sunday
46 to 47,Northbound,49,08:00,Sunday
46 to 47,Southbound,49,08:00,Sunday
47 to 48,Northbound,58,08:00,Sunday
47 to 48,Southbound,50,08:00,Sunday
1 to 2,Northbound,70,13:00,Sunday
1 to 2,Southbound,56,13:00,Sunday
2 to 4,Northbound,70,13:00,Sunday
2 to 4,Southbound,64,13:00,Sunday
4 to 5,Northbound,70,13:00,Sunday
4 to 5,Southbound,69,13:00,Sunday
5 to 6,Northbound,69,13:00,Sunday
5 to 6,Southbound,70,13:00,Sunday
6 to 6A,Northbound,64,13:00,Sunday
6 to 6A,Southbound,65,13:00,Sunday
6A to 7,Northbound,56,13:00,Sunday
6A to 7,Southbound,56,13:00,Sunday
7 to 8,Northbound,67,13:00,Sunday
7 to 8,Southbound,65,13:00,Sunday
8 to 9,Northbound,67,13:00,Sunday
 8 to 9,Southbound,65,13:00,Sunday
9 to 10,Northbound,61,13:00,Sunday
9 to 10,Southbound,64,13:00,Sunday
10 to 11,Northbound,47,13:00,Sunday
10 to 11,Southbound,42,13:00,Sunday
11 to 11A,Northbound,47,13:00,Sunday
11 to 11A,Southbound,32,13:00,Sunday
11A to 12,Northbound,48,13:00,Sunday
11A to 12,Southbound,44,13:00,Sunday
12 to 13,Northbound,48,13:00,Sunday
12 to 13,Southbound,48,13:00,Sunday
13 to14,Northbound,66,13:00,Sunday
13 to14,Southbound,63,13:00,Sunday
14 to 15,Northbound,68,13:00,Sunday
14 to15,Southbound,68,13:00,Sunday
15 to 15A,Northbound,66,13:00,Sunday
15 to 15A,Southbound,68,13:00,Sunday
15A to 16,Northbound,63,13:00,Sunday
15A to 16,Southbound,68,13:00,Sunday
16 to 17,Northbound,70,13:00,Sunday
16 to 17,Southbound,67,13:00,Sunday
17 to 18,Northbound,70,13:00,Sunday
17 to 18,Southbound,66,13:00,Sunday
18 to 19,Northbound,69,13:00,Sunday
18 to 19,Southbound,69,13:00,Sunday
19 to 20,Northbound,67,13:00,Sunday
19 to 20,Southbound,70,13:00,Sunday
20 to 21,Northbound,70,13:00,Sunday
20 to 21,Southbound,70,13:00,Sunday
21 to 21A,Northbound,64,13:00,Sunday
21 to 21A,Southbound,68,13:00,Sunday
21A to 22,Northbound,70,13:00,Sunday
21A to 22,Southbound,70,13:00,Sunday
22 to 23,Northbound,70,13:00,Sunday
22 to 23,Southbound,70,13:00,Sunday
23 to 23A,Northbound,70,13:00,Sunday
23 to 23A,Southbound,69,13:00,Sunday
23A to 24,Northbound,67,13:00,Sunday
23A to 24,Southbound,67,13:00,Sunday
24 to 24A,Northbound,70,13:00,Sunday
24 to 24A,Southbound,67,13:00,Sunday
24A to 25,Northbound,69,13:00,Sunday
24A to 25,Southbound,68,13:00,Sunday
25 to 26,Northbound,69,13:00,Sunday
25 to 26,Southbound,67,13:00,Sunday
26 to 27,Northbound,68,13:00,Sunday
26 to 27,Southbound,65,13:00,Sunday
27 to 28,Northbound,69,13:00,Sunday
27 to 28,Southbound,67,13:00,Sunday
28 to 29,Northbound,70,13:00,Sunday
28 to 29,Southbound,67,13:00,Sunday
29 to 29A,Northbound,70,13:00,Sunday
29 to 29A,Southbound,62,13:00,Sunday
29A to 30,Northbound,55,13:00,Sunday
29A to 30,Southbound,49,13:00,Sunday
30 to 31,Northbound,52,13:00,Sunday
30 to 31,Southbound,47,13:00,Sunday
31 to 32,Northbound,56,13:00,Sunday
31 to 32,Southbound,51,13:00,Sunday
32 to 33,Northbound,46,13:00,Sunday
32 to 33,Southbound,55,13:00,Sunday
33 to 34,Northbound,48,13:00,Sunday
33 to 34,Southbound,48,13:00,Sunday
34 to 35,Northbound,48,13:00,Sunday
34 to 35,Southbound,49,13:00,Sunday
35 to 35A,Northbound,62,13:00,Sunday
35 to 35A,Southbound,50,13:00,Sunday
35A to 36,Northbound,70,13:00,Sunday
35A to 36,Southbound,64,13:00,Sunday
36 to 37,Northbound,70,13:00,Sunday
36 to 37,Southbound,70,13:00,Sunday
37 to 38,Northbound,69,13:00,Sunday
37 to 38,Southbound,70,13:00,Sunday
38 to 39,Northbound,70,13:00,Sunday
38 to 39,Southbound,70,13:00,Sunday
39 to 40,Northbound,69,13:00,Sunday
39 to 40,Southbound,70,13:00,Sunday
40 to 41,Northbound,64,13:00,Sunday
40 to 41,Southbound,70,13:00,Sunday
41 to 42,Northbound,62,13:00,Sunday
41 to 42,Southbound,68,13:00,Sunday
42 to 43/44,Northbound,67,13:00,Sunday
42 to 43/44,Southbound,67,13:00,Sunday
43/44 to 45,Northbound,65,13:00,Sunday
43/44 to 45,Southbound,66,13:00,Sunday
45 to 46,Northbound,50,13:00,Sunday
45 to 46,Southbound,59,13:00,Sunday
46 to 47,Northbound,48,13:00,Sunday
46 to 47,Southbound,48,13:00,Sunday
47 to 48,Northbound,55,13:00,Sunday
47 to 48,Southbound,49,13:00,Sunday
1 to 2,Northbound,69,18:00,Sunday
1 to 2,Southbound,69,18:00,Sunday
2 to 4,Northbound,70,18:00,Sunday
2 to 4,Southbound,70,18:00,Sunday
4 to 5,Northbound,70,18:00,Sunday
4 to 5,Southbound,70,18:00,Sunday
5 to 6,Northbound,70,18:00,Sunday
5 to 6,Southbound,70,18:00,Sunday
6 to 6A,Northbound,66,18:00,Sunday
6 to 6A,Southbound,69,18:00,Sunday
6A to 7,Northbound,63,18:00,Sunday
6A to 7,Southbound,60,18:00,Sunday
7 to 8,Northbound,62,18:00,Sunday
7 to 8,Southbound,55,18:00,Sunday
8 to 9,Northbound,62,18:00,Sunday
 8 to 9,Southbound,62,18:00,Sunday
9 to 10,Northbound,52,18:00,Sunday
9 to 10,Southbound,63,18:00,Sunday
10 to 11,Northbound,39,18:00,Sunday
10 to 11,Southbound,39,18:00,Sunday
11 to 11A,Northbound,47,18:00,Sunday
11 to 11A,Southbound,16,18:00,Sunday
11A to 12,Northbound,47,18:00,Sunday
11A to 12,Southbound,13,18:00,Sunday
12 to 13,Northbound,48,18:00,Sunday
12 to 13,Southbound,36,18:00,Sunday
13 to14,Northbound,65,18:00,Sunday
13 to14,Southbound,59,18:00,Sunday
14 to 15,Northbound,66,18:00,Sunday
14 to15,Southbound,68,18:00,Sunday
15 to 15A,Northbound,64,18:00,Sunday
15 to 15A,Southbound,67,18:00,Sunday
15A to 16,Northbound,64,18:00,Sunday
15A to 16,Southbound,68,18:00,Sunday
16 to 17,Northbound,70,18:00,Sunday
16 to 17,Southbound,70,18:00,Sunday
17 to 18,Northbound,70,18:00,Sunday
17 to 18,Southbound,70,18:00,Sunday
18 to 19,Northbound,66,18:00,Sunday
18 to 19,Southbound,70,18:00,Sunday
19 to 20,Northbound,70,18:00,Sunday
19 to 20,Southbound,70,18:00,Sunday
20 to 21,Northbound,70,18:00,Sunday
20 to 21,Southbound,70,18:00,Sunday
21 to 21A,Northbound,69,18:00,Sunday
21 to 21A,Southbound,70,18:00,Sunday
21A to 22,Northbound,70,18:00,Sunday
21A to 22,Southbound,70,18:00,Sunday
22 to 23,Northbound,70,18:00,Sunday
22 to 23,Southbound,70,18:00,Sunday
23 to 23A,Northbound,70,18:00,Sunday
23 to 23A,Southbound,66,18:00,Sunday
23A to 24,Northbound,69,18:00,Sunday
23A to 24,Southbound,63,18:00,Sunday
24 to 24A,Northbound,66,18:00,Sunday
24 to 24A,Southbound,68,18:00,Sunday
24A to 25,Northbound,68,18:00,Sunday
24A to 25,Southbound,67,18:00,Sunday
25 to 26,Northbound,70,18:00,Sunday
25 to 26,Southbound,68,18:00,Sunday
26 to 27,Northbound,70,18:00,Sunday
26 to 27,Southbound,70,18:00,Sunday
27 to 28,Northbound,70,18:00,Sunday
27 to 28,Southbound,68,18:00,Sunday
28 to 29,Northbound,70,18:00,Sunday
28 to 29,Southbound,67,18:00,Sunday
29 to 29A,Northbound,64,18:00,Sunday
29 to 29A,Southbound,68,18:00,Sunday
29A to 30,Northbound,49,18:00,Sunday
29A to 30,Southbound,52,18:00,Sunday
30 to 31,Northbound,50,18:00,Sunday
30 to 31,Southbound,48,18:00,Sunday
31 to 32,Northbound,66,18:00,Sunday
31 to 32,Southbound,51,18:00,Sunday
32 to 33,Northbound,49,18:00,Sunday
32 to 33,Southbound,57,18:00,Sunday
33 to 34,Northbound,48,18:00,Sunday
33 to 34,Southbound,49,18:00,Sunday
34 to 35,Northbound,49,18:00,Sunday
34 to 35,Southbound,48,18:00,Sunday
35 to 35A,Northbound,66,18:00,Sunday
35 to 35A,Southbound,50,18:00,Sunday
35A to 36,Northbound,70,18:00,Sunday
35A to 36,Southbound,68,18:00,Sunday
36 to 37,Northbound,70,18:00,Sunday
36 to 37,Southbound,70,18:00,Sunday
37 to 38,Northbound,70,18:00,Sunday
37 to 38,Southbound,70,18:00,Sunday
38 to 39,Northbound,70,18:00,Sunday
38 to 39,Southbound,69,18:00,Sunday
39 to 40,Northbound,70,18:00,Sunday
39 to 40,Southbound,67,18:00,Sunday
40 to 41,Northbound,68,18:00,Sunday
40 to 41,Southbound,68,18:00,Sunday
41 to 42,Northbound,70,18:00,Sunday
41 to 42,Southbound,65,18:00,Sunday
42 to 43/44,Northbound,69,18:00,Sunday
42 to 43/44,Southbound,68,18:00,Sunday
43/44 to 45,Northbound,64,18:00,Sunday
43/44 to 45,Southbound,66,18:00,Sunday
45 to 46,Northbound,50,18:00,Sunday
45 to 46,Southbound,58,18:00,Sunday
46 to 47,Northbound,49,18:00,Sunday
46 to 47,Southbound,35,18:00,Sunday
47 to 48,Northbound,58,18:00,Sunday
47 to 48,Southbound,32,18:00,Sunday
1 to 2,Northbound,61,22:00,Sunday
1 to 2,Southbound,62,22:00,Sunday
2 to 4,Northbound,64,22:00,Sunday
2 to 4,Southbound,68,22:00,Sunday
4 to 5,Northbound,61,22:00,Sunday
4 to 5,Southbound,66,22:00,Sunday
5 to 6,Northbound,70,22:00,Sunday
5 to 6,Southbound,68,22:00,Sunday
6 to 6A,Northbound,68,22:00,Sunday
6 to 6A,Southbound,69,22:00,Sunday
6A to 7,Northbound,62,22:00,Sunday
6A to 7,Southbound,66,22:00,Sunday
7 to 8,Northbound,57,22:00,Sunday
7 to 8,Southbound,63,22:00,Sunday
8 to 9,Northbound,64,22:00,Sunday
 8 to 9,Southbound,64,22:00,Sunday
9 to 10,Northbound,66,22:00,Sunday
9 to 10,Southbound,63,22:00,Sunday
10 to 11,Northbound,48,22:00,Sunday
10 to 11,Southbound,48,22:00,Sunday
11 to 11A,Northbound,48,22:00,Sunday
11 to 11A,Southbound,44,22:00,Sunday
11A to 12,Northbound,48,22:00,Sunday
11A to 12,Southbound,46,22:00,Sunday
12 to 13,Northbound,49,22:00,Sunday
12 to 13,Southbound,47,22:00,Sunday
13 to14,Northbound,64,22:00,Sunday
13 to14,Southbound,60,22:00,Sunday
14 to 15,Northbound,64,22:00,Sunday
14 to15,Southbound,70,22:00,Sunday
15 to 15A,Northbound,70,22:00,Sunday
15 to 15A,Southbound,70,22:00,Sunday
15A to 16,Northbound,67,22:00,Sunday
15A to 16,Southbound,68,22:00,Sunday
16 to 17,Northbound,69,22:00,Sunday
16 to 17,Southbound,68,22:00,Sunday
17 to 18,Northbound,69,22:00,Sunday
17 to 18,Southbound,66,22:00,Sunday
18 to 19,Northbound,69,22:00,Sunday
18 to 19,Southbound,61,22:00,Sunday
19 to 20,Northbound,68,22:00,Sunday
19 to 20,Southbound,65,22:00,Sunday
20 to 21,Northbound,70,22:00,Sunday
20 to 21,Southbound,70,22:00,Sunday
21 to 21A,Northbound,68,22:00,Sunday
21 to 21A,Southbound,70,22:00,Sunday
21A to 22,Northbound,70,22:00,Sunday
21A to 22,Southbound,59,22:00,Sunday
22 to 23,Northbound,70,22:00,Sunday
22 to 23,Southbound,55,22:00,Sunday
23 to 23A,Northbound,68,22:00,Sunday
23 to 23A,Southbound,62,22:00,Sunday
23A to 24,Northbound,66,22:00,Sunday
23A to 24,Southbound,70,22:00,Sunday
24 to 24A,Northbound,70,22:00,Sunday
24 to 24A,Southbound,67,22:00,Sunday
24A to 25,Northbound,68,22:00,Sunday
24A to 25,Southbound,70,22:00,Sunday
25 to 26,Northbound,70,22:00,Sunday
25 to 26,Southbound,70,22:00,Sunday
26 to 27,Northbound,70,22:00,Sunday
26 to 27,Southbound,70,22:00,Sunday
27 to 28,Northbound,70,22:00,Sunday
27 to 28,Southbound,69,22:00,Sunday
28 to 29,Northbound,70,22:00,Sunday
28 to 29,Southbound,70,22:00,Sunday
29 to 29A,Northbound,69,22:00,Sunday
29 to 29A,Southbound,66,22:00,Sunday
29A to 30,Northbound,49,22:00,Sunday
29A to 30,Southbound,52,22:00,Sunday
30 to 31,Northbound,53,22:00,Sunday
30 to 31,Southbound,49,22:00,Sunday
31 to 32,Northbound,70,22:00,Sunday
31 to 32,Southbound,50,22:00,Sunday
32 to 33,Northbound,51,22:00,Sunday
32 to 33,Southbound,50,22:00,Sunday
33 to 34,Northbound,50,22:00,Sunday
33 to 34,Southbound,49,22:00,Sunday
34 to 35,Northbound,50,22:00,Sunday
34 to 35,Southbound,48,22:00,Sunday
35 to 35A,Northbound,65,22:00,Sunday
35 to 35A,Southbound,50,22:00,Sunday
35A to 36,Northbound,68,22:00,Sunday
35A to 36,Southbound,70,22:00,Sunday
36 to 37,Northbound,68,22:00,Sunday
36 to 37,Southbound,70,22:00,Sunday
37 to 38,Northbound,70,22:00,Sunday
37 to 38,Southbound,70,22:00,Sunday
38 to 39,Northbound,70,22:00,Sunday
38 to 39,Southbound,70,22:00,Sunday
39 to 40,Northbound,70,22:00,Sunday
39 to 40,Southbound,67,22:00,Sunday
40 to 41,Northbound,47,22:00,Sunday
40 to 41,Southbound,69,22:00,Sunday
41 to 42,Northbound,66,22:00,Sunday
41 to 42,Southbound,63,22:00,Sunday
42 to 43/44,Northbound,69,22:00,Sunday
42 to 43/44,Southbound,70,22:00,Sunday
43/44 to 45,Northbound,65,22:00,Sunday
43/44 to 45,Southbound,70,22:00,Sunday
45 to 46,Northbound,54,22:00,Sunday
45 to 46,Southbound,59,22:00,Sunday
46 to 47,Northbound,49,22:00,Sunday
46 to 47,Southbound,48,22:00,Sunday
47 to 48,Northbound,54,22:00,Sunday
47 to 48,Southbound,51,22:00,Sunday
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
